Date,Outcomes,Predominant function of establishment,Establishment,Adjudicator,Sex,Age group,Ethnicity,Religion,Offence,,Count
Q1,Proved,Category C,Berwyn,Governor,M,21 - 24,e White,i No religion,Violence,,1
Q1,Proved,Category C,Berwyn,Governor,M,21 - 24,e White,i No religion,Violence,,3
Q1,Proved,Category C,Berwyn,Governor,M,21 - 24,e White,i No religion,Violence,,10
Q1,Proved,Category C,Berwyn,Governor,M,21 - 24,e White,i No religion,Wilful Damage,,12
Q1,Proved,Category C,Berwyn,Governor,M,25 - 29,a Asian or Asian British,b Muslim,Disobedience/disrespect,,1
Q1,Proved,Category C,Berwyn,Governor,M,25 - 29,a Asian or Asian British,b Muslim,Violence,,1
Q1,Proved,Category C,Berwyn,Governor,M,25 - 29,a Asian or Asian British,b Muslim,Violence,,1
Q1,Proved,Category C,Berwyn,Governor,M,25 - 29,a Asian or Asian British,b Muslim,Violence,,3
Q1,Proved,Category C,Berwyn,Governor,M,25 - 29,b Black/ African/ Caribbean/ Black British,a Christian,Violence,,1
Q1,Proved,Category C,Berwyn,Governor,M,25 - 29,b Black/ African/ Caribbean/ Black British,a Christian,Wilful Damage,,1
Q1,Proved,Category C,Berwyn,Governor,M,25 - 29,b Black/ African/ Caribbean/ Black British,b Muslim,Violence,,1
Q1,Proved,Category C,Berwyn,Governor,M,25 - 29,b Black/ African/ Caribbean/ Black British,i No religion,Disobedience/disrespect,,1
Q1,Proved,Category C,Berwyn,Governor,M,25 - 29,b Black/ African/ Caribbean/ Black British,i No religion,Other offences,,1
Q1,Proved,Category C,Berwyn,Governor,M,25 - 29,b Black/ African/ Caribbean/ Black British,i No religion,Violence,,1
Q1,Proved,Category C,Berwyn,Governor,M,25 - 29,c Mixed/ Multiple ethnic groups,a Christian,Disobedience/disrespect,,2
Q1,Proved,Category C,Berwyn,Governor,M,25 - 29,c Mixed/ Multiple ethnic groups,a Christian,Unauthorised transactions,,3
Q1,Proved,Category C,Berwyn,Governor,M,25 - 29,c Mixed/ Multiple ethnic groups,a Christian,Wilful Damage,,1
Q1,Proved,Category C,Berwyn,Governor,M,25 - 29,c Mixed/ Multiple ethnic groups,b Muslim,Violence,,1
Q1,Proved,Category C,Berwyn,Governor,M,25 - 29,e White,a Christian,Disobedience/disrespect,,6
Q1,Proved,Category C,Berwyn,Governor,M,25 - 29,e White,a Christian,Disobedience/disrespect,,1
Q1,Proved,Category C,Berwyn,Governor,M,25 - 29,e White,a Christian,Disobedience/disrespect,,5
Q1,Proved,Category C,Berwyn,Governor,M,25 - 29,e White,a Christian,Other offences,,10
Q1,Proved,Category C,Berwyn,Governor,M,25 - 29,e White,a Christian,Other offences,,6
Q1,Proved,Category C,Berwyn,Governor,M,25 - 29,e White,a Christian,Other offences,,1
Q1,Proved,Category C,Berwyn,Governor,M,25 - 29,e White,a Christian,Unauthorised transactions,,1
Q1,Proved,Category C,Berwyn,Governor,M,25 - 29,e White,a Christian,Unauthorised transactions,,14
Q1,Proved,Category C,Berwyn,Governor,M,25 - 29,e White,a Christian,Violence,,1
Q1,Proved,Category C,Berwyn,Governor,M,25 - 29,e White,a Christian,Violence,,1
Q1,Proved,Category C,Berwyn,Governor,M,25 - 29,e White,a Christian,Violence,,2
Q1,Proved,Category C,Berwyn,Governor,M,25 - 29,e White,a Christian,Violence,,2
Q1,Proved,Category C,Berwyn,Governor,M,25 - 29,e White,a Christian,Wilful Damage,,22
Q1,Proved,Category C,Berwyn,Governor,M,25 - 29,e White,b Muslim,Violence,,1
Q1,Proved,Category C,Berwyn,Governor,M,25 - 29,e White,b Muslim,Violence,,1
Q1,Proved,Category C,Berwyn,Governor,M,25 - 29,e White,b Muslim,Wilful Damage,,1
Q1,Proved,Category C,Berwyn,Governor,M,25 - 29,e White,e Buddhist,Disobedience/disrespect,,1
Q1,Proved,Category C,Berwyn,Governor,M,25 - 29,e White,e Buddhist,Other offences,,2
Q1,Proved,Category C,Berwyn,Governor,M,25 - 29,e White,e Buddhist,Wilful Damage,,2
Q1,Proved,Category C,Berwyn,Governor,M,25 - 29,e White,f Jewish,Unauthorised transactions,,1
Q1,Proved,Category C,Berwyn,Governor,M,25 - 29,e White,i No religion,Disobedience/disrespect,,5
Q1,Proved,Category C,Berwyn,Governor,M,25 - 29,e White,i No religion,Disobedience/disrespect,,1
Q1,Proved,Category C,Berwyn,Governor,M,25 - 29,e White,i No religion,Disobedience/disrespect,,1
Q1,Proved,Category C,Berwyn,Governor,M,25 - 29,e White,i No religion,Disobedience/disrespect,,3
Q1,Proved,Category C,Berwyn,Governor,M,25 - 29,e White,i No religion,Other offences,,6
Q1,Proved,Category C,Berwyn,Governor,M,25 - 29,e White,i No religion,Other offences,,6
Q1,Proved,Category C,Berwyn,Governor,M,25 - 29,e White,i No religion,Unauthorised transactions,,2
Q1,Proved,Category C,Berwyn,Governor,M,25 - 29,e White,i No religion,Unauthorised transactions,,15
Q1,Proved,Category C,Berwyn,Governor,M,25 - 29,e White,i No religion,Violence,,1
Q1,Proved,Category C,Berwyn,Governor,M,25 - 29,e White,i No religion,Violence,,2
Q1,Proved,Category C,Berwyn,Governor,M,25 - 29,e White,i No religion,Violence,,2
Q1,Proved,Category C,Berwyn,Governor,M,25 - 29,e White,i No religion,Wilful Damage,,17
Q1,Proved,Category C,Berwyn,Governor,M,30 - 39,a Asian or Asian British,b Muslim,Other offences,,1
Q1,Proved,Category C,Berwyn,Governor,M,30 - 39,a Asian or Asian British,b Muslim,Unauthorised transactions,,2
Q1,Proved,Category C,Berwyn,Governor,M,30 - 39,b Black/ African/ Caribbean/ Black British,a Christian,Disobedience/disrespect,,1
Q1,Proved,Category C,Berwyn,Governor,M,30 - 39,b Black/ African/ Caribbean/ Black British,b Muslim,Disobedience/disrespect,,1
Q1,Proved,Category C,Berwyn,Governor,M,30 - 39,b Black/ African/ Caribbean/ Black British,b Muslim,Other offences,,2
Q1,Proved,Category C,Berwyn,Governor,M,30 - 39,b Black/ African/ Caribbean/ Black British,b Muslim,Other offences,,1
Q1,Proved,Category C,Berwyn,Governor,M,30 - 39,b Black/ African/ Caribbean/ Black British,b Muslim,Violence,,1
Q1,Proved,Category C,Berwyn,Governor,M,30 - 39,b Black/ African/ Caribbean/ Black British,b Muslim,Wilful Damage,,1
Q1,Proved,Category C,Berwyn,Governor,M,30 - 39,b Black/ African/ Caribbean/ Black British,i No religion,Unauthorised transactions,,1
Q1,Proved,Category C,Berwyn,Governor,M,30 - 39,c Mixed/ Multiple ethnic groups,a Christian,Other offences,,2
Q1,Proved,Category C,Berwyn,Governor,M,30 - 39,c Mixed/ Multiple ethnic groups,a Christian,Wilful Damage,,1
Q1,Proved,Category C,Berwyn,Governor,M,30 - 39,c Mixed/ Multiple ethnic groups,i No religion,Disobedience/disrespect,,1
Q1,Proved,Category C,Berwyn,Governor,M,30 - 39,c Mixed/ Multiple ethnic groups,i No religion,Disobedience/disrespect,,1
Q1,Proved,Category C,Berwyn,Governor,M,30 - 39,c Mixed/ Multiple ethnic groups,i No religion,Other offences,,1
Q1,Proved,Category C,Berwyn,Governor,M,30 - 39,c Mixed/ Multiple ethnic groups,i No religion,Unauthorised transactions,,1
Q1,Proved,Category C,Berwyn,Governor,M,30 - 39,c Mixed/ Multiple ethnic groups,i No religion,Violence,,1
Q1,Proved,Category C,Berwyn,Governor,M,30 - 39,c Mixed/ Multiple ethnic groups,i No religion,Wilful Damage,,1
Q1,Proved,Category C,Berwyn,Governor,M,30 - 39,d Other ethnic group,a Christian,Disobedience/disrespect,,1
Q1,Proved,Category C,Berwyn,Governor,M,30 - 39,d Other ethnic group,a Christian,Other offences,,1
Q1,Proved,Category C,Berwyn,Governor,M,30 - 39,e White,a Christian,Disobedience/disrespect,,10
Q1,Proved,Category C,Berwyn,Governor,M,30 - 39,e White,a Christian,Disobedience/disrespect,,7
Q1,Proved,Category C,Berwyn,Governor,M,30 - 39,e White,a Christian,Disobedience/disrespect,,2
Q1,Proved,Category C,Berwyn,Governor,M,30 - 39,e White,a Christian,Disobedience/disrespect,,7
Q1,Proved,Category C,Berwyn,Governor,M,30 - 39,e White,a Christian,Other offences,,10
Q1,Proved,Category C,Berwyn,Governor,M,30 - 39,e White,a Christian,Other offences,,3
Q1,Proved,Category C,Berwyn,Governor,M,30 - 39,e White,a Christian,Unauthorised transactions,,4
Q1,Proved,Category C,Berwyn,Governor,M,30 - 39,e White,a Christian,Unauthorised transactions,,9
Q1,Proved,Category C,Berwyn,Governor,M,30 - 39,e White,a Christian,Unauthorised transactions,,2
Q1,Proved,Category C,Berwyn,Governor,M,30 - 39,e White,a Christian,Violence,,2
Q1,Proved,Category C,Berwyn,Governor,M,30 - 39,e White,a Christian,Violence,,1
Q1,Proved,Category C,Berwyn,Governor,M,30 - 39,e White,a Christian,Violence,,1
Q1,Proved,Category C,Berwyn,Governor,M,30 - 39,e White,a Christian,Violence,,6
Q1,Proved,Category C,Berwyn,Governor,M,30 - 39,e White,a Christian,Violence,,9
Q1,Proved,Category C,Berwyn,Governor,M,30 - 39,e White,a Christian,Wilful Damage,,26
Q1,Proved,Category C,Berwyn,Governor,M,30 - 39,e White,b Muslim,Disobedience/disrespect,,1
Q1,Proved,Category C,Berwyn,Governor,M,30 - 39,e White,b Muslim,Other offences,,1
Q1,Proved,Category C,Berwyn,Governor,M,30 - 39,e White,b Muslim,Violence,,1
Q1,Proved,Category C,Berwyn,Governor,M,30 - 39,e White,b Muslim,Violence,,1
Q1,Proved,Category C,Berwyn,Governor,M,30 - 39,e White,b Muslim,Wilful Damage,,1
Q1,Proved,Category C,Berwyn,Governor,M,30 - 39,e White,e Buddhist,Other offences,,1
Q1,Proved,Category C,Berwyn,Governor,M,30 - 39,e White,e Buddhist,Violence,,1
Q1,Proved,Category C,Berwyn,Governor,M,30 - 39,e White,e Buddhist,Wilful Damage,,1
Q1,Proved,Category C,Berwyn,Governor,M,30 - 39,e White,f Jewish,Other offences,,2
Q1,Proved,Category C,Berwyn,Governor,M,30 - 39,e White,f Jewish,Other offences,,1
Q1,Proved,Category C,Berwyn,Governor,M,30 - 39,e White,f Jewish,Violence,,1
Q1,Proved,Category C,Berwyn,Governor,M,30 - 39,e White,f Jewish,Wilful Damage,,1
Q1,Proved,Category C,Berwyn,Governor,M,30 - 39,e White,i No religion,Disobedience/disrespect,,5
Q1,Proved,Category C,Berwyn,Governor,M,30 - 39,e White,i No religion,Disobedience/disrespect,,2
Q1,Proved,Category C,Berwyn,Governor,M,30 - 39,e White,i No religion,Disobedience/disrespect,,3
Q1,Proved,Category C,Berwyn,Governor,M,30 - 39,e White,i No religion,Other offences,,13
Q1,Proved,Category C,Berwyn,Governor,M,30 - 39,e White,i No religion,Other offences,,5
Q1,Proved,Category C,Berwyn,Governor,M,30 - 39,e White,i No religion,Other offences,,1
Q1,Proved,Category C,Berwyn,Governor,M,30 - 39,e White,i No religion,Unauthorised transactions,,1
Q1,Proved,Category C,Berwyn,Governor,M,30 - 39,e White,i No religion,Unauthorised transactions,,14
Q1,Proved,Category C,Berwyn,Governor,M,30 - 39,e White,i No religion,Unauthorised transactions,,1
Q1,Proved,Category C,Berwyn,Governor,M,30 - 39,e White,i No religion,Violence,,1
Q1,Proved,Category C,Berwyn,Governor,M,30 - 39,e White,i No religion,Violence,,1
Q1,Proved,Category C,Berwyn,Governor,M,30 - 39,e White,i No religion,Violence,,4
Q1,Proved,Category C,Berwyn,Governor,M,30 - 39,e White,i No religion,Violence,,5
Q1,Proved,Category C,Berwyn,Governor,M,30 - 39,e White,i No religion,Wilful Damage,,9
Q1,Proved,Category C,Berwyn,Governor,M,40 - 49,a Asian or Asian British,b Muslim,Wilful Damage,,2
Q1,Proved,Category C,Berwyn,Governor,M,40 - 49,b Black/ African/ Caribbean/ Black British,g Other religious groups,Unauthorised transactions,,1
Q1,Proved,Category C,Berwyn,Governor,M,40 - 49,e White,a Christian,Disobedience/disrespect,,2
Q1,Proved,Category C,Berwyn,Governor,M,40 - 49,e White,a Christian,Disobedience/disrespect,,1
Q1,Proved,Category C,Berwyn,Governor,M,40 - 49,e White,a Christian,Disobedience/disrespect,,2
Q1,Proved,Category C,Berwyn,Governor,M,40 - 49,e White,a Christian,Other offences,,2
Q1,Proved,Category C,Berwyn,Governor,M,40 - 49,e White,a Christian,Other offences,,2
Q1,Proved,Category C,Berwyn,Governor,M,40 - 49,e White,a Christian,Unauthorised transactions,,3
Q1,Proved,Category C,Berwyn,Governor,M,40 - 49,e White,a Christian,Unauthorised transactions,,7
Q1,Proved,Category C,Berwyn,Governor,M,40 - 49,e White,a Christian,Violence,,1
Q1,Proved,Category C,Berwyn,Governor,M,40 - 49,e White,a Christian,Violence,,1
Q1,Proved,Category C,Berwyn,Governor,M,40 - 49,e White,a Christian,Wilful Damage,,2
Q1,Proved,Category C,Berwyn,Governor,M,40 - 49,e White,b Muslim,Disobedience/disrespect,,1
Q1,Proved,Category C,Berwyn,Governor,M,40 - 49,e White,g Other religious groups,Disobedience/disrespect,,1
Q1,Proved,Category C,Berwyn,Governor,M,40 - 49,e White,g Other religious groups,Unauthorised transactions,,1
Q1,Proved,Category C,Berwyn,Governor,M,40 - 49,e White,i No religion,Disobedience/disrespect,,1
Q1,Proved,Category C,Berwyn,Governor,M,40 - 49,e White,i No religion,Disobedience/disrespect,,1
Q1,Proved,Category C,Berwyn,Governor,M,40 - 49,e White,i No religion,Disobedience/disrespect,,1
Q1,Proved,Category C,Berwyn,Governor,M,40 - 49,e White,i No religion,Other offences,,3
Q1,Proved,Category C,Berwyn,Governor,M,40 - 49,e White,i No religion,Unauthorised transactions,,3
Q1,Proved,Category C,Berwyn,Governor,M,40 - 49,e White,i No religion,Unauthorised transactions,,7
Q1,Proved,Category C,Berwyn,Governor,M,40 - 49,e White,i No religion,Violence,,1
Q1,Proved,Category C,Berwyn,Governor,M,40 - 49,e White,i No religion,Wilful Damage,,3
Q1,Proved,Category C,Berwyn,Governor,M,50 - 59,e White,a Christian,Other offences,,4
Q1,Proved,Category C,Berwyn,Governor,M,50 - 59,e White,a Christian,Other offences,,1
Q1,Proved,Category C,Berwyn,Governor,M,50 - 59,e White,a Christian,Unauthorised transactions,,1
Q1,Proved,Category C,Berwyn,Governor,M,50 - 59,e White,a Christian,Violence,,1
Q1,Proved,Category C,Berwyn,Governor,M,50 - 59,e White,a Christian,Violence,,1
Q1,Proved,Category C,Berwyn,Governor,M,50 - 59,e White,i No religion,Other offences,,1
Q1,Proved,Category C,Berwyn,Governor,M,50 - 59,e White,i No religion,Violence,,1
Q1,Proved,Category C,Berwyn,Governor,M,50 - 59,e White,i No religion,Wilful Damage,,1
Q1,Proved,Category C,Berwyn,Governor,M,50 - 59,f Not known,b Muslim,Other offences,,1
Q1,Proved,Category C,Berwyn,Governor,M,60 - 69,e White,a Christian,Unauthorised transactions,,2
Q1,Proved,Category C,Berwyn,Independent adjudicator,M,18 - 20,c Mixed/ Multiple ethnic groups,a Christian,Wilful Damage,,1
Q1,Proved,Category C,Berwyn,Independent adjudicator,M,21 - 24,e White,a Christian,Unauthorised transactions,,2
Q1,Proved,Category C,Berwyn,Independent adjudicator,M,21 - 24,e White,a Christian,Violence,,1
Q1,Proved,Category C,Berwyn,Independent adjudicator,M,21 - 24,e White,a Christian,Wilful Damage,,4
Q1,Proved,Category C,Berwyn,Independent adjudicator,M,21 - 24,e White,i No religion,Other offences,,1
Q1,Proved,Category C,Berwyn,Independent adjudicator,M,21 - 24,e White,i No religion,Other offences,,1
Q1,Proved,Category C,Berwyn,Independent adjudicator,M,21 - 24,e White,i No religion,Unauthorised transactions,,2
Q1,Proved,Category C,Berwyn,Independent adjudicator,M,21 - 24,e White,i No religion,Violence,,1
Q1,Proved,Category C,Berwyn,Independent adjudicator,M,25 - 29,c Mixed/ Multiple ethnic groups,a Christian,Wilful Damage,,1
Q1,Proved,Category C,Berwyn,Independent adjudicator,M,25 - 29,c Mixed/ Multiple ethnic groups,i No religion,Unauthorised transactions,,1
Q1,Proved,Category C,Berwyn,Independent adjudicator,M,25 - 29,e White,a Christian,Other offences,,1
Q1,Proved,Category C,Berwyn,Independent adjudicator,M,25 - 29,e White,a Christian,Unauthorised transactions,,1
Q1,Proved,Category C,Berwyn,Independent adjudicator,M,25 - 29,e White,a Christian,Violence,,1
Q1,Proved,Category C,Berwyn,Independent adjudicator,M,25 - 29,e White,a Christian,Wilful Damage,,5
Q1,Proved,Category C,Berwyn,Independent adjudicator,M,25 - 29,e White,i No religion,Unauthorised transactions,,3
Q1,Proved,Category C,Berwyn,Independent adjudicator,M,25 - 29,e White,i No religion,Wilful Damage,,3
Q1,Proved,Category C,Berwyn,Independent adjudicator,M,30 - 39,c Mixed/ Multiple ethnic groups,b Muslim,Unauthorised transactions,,1
Q1,Proved,Category C,Berwyn,Independent adjudicator,M,30 - 39,c Mixed/ Multiple ethnic groups,i No religion,Unauthorised transactions,,1
Q1,Proved,Category C,Berwyn,Independent adjudicator,M,30 - 39,e White,a Christian,Unauthorised transactions,,5
Q1,Proved,Category C,Berwyn,Independent adjudicator,M,30 - 39,e White,a Christian,Wilful Damage,,6
Q1,Proved,Category C,Berwyn,Independent adjudicator,M,30 - 39,e White,i No religion,Disobedience/disrespect,,2
Q1,Proved,Category C,Berwyn,Independent adjudicator,M,30 - 39,e White,i No religion,Other offences,,2
Q1,Proved,Category C,Berwyn,Independent adjudicator,M,30 - 39,e White,i No religion,Unauthorised transactions,,2
Q1,Proved,Category C,Berwyn,Independent adjudicator,M,50 - 59,e White,i No religion,Unauthorised transactions,,1
Q1,Proved,Category C,Berwyn,Missing,M,21 - 24,e White,a Christian,Disobedience/disrespect,,1
Q1,Proved,Category C,Berwyn,Missing,M,21 - 24,e White,i No religion,Disobedience/disrespect,,1
Q1,Proved,Category C,Brixton,Governor,M,21 - 24,a Asian or Asian British,b Muslim,Disobedience/disrespect,,2
Q1,Proved,Category C,Brixton,Governor,M,21 - 24,a Asian or Asian British,b Muslim,Other offences,,1
Q1,Proved,Category C,Brixton,Governor,M,21 - 24,a Asian or Asian British,b Muslim,Unauthorised transactions,,1
Q1,Proved,Category C,Brixton,Governor,M,21 - 24,a Asian or Asian British,b Muslim,Violence,,1
Q1,Proved,Category C,Brixton,Governor,M,21 - 24,a Asian or Asian British,b Muslim,Violence,,2
Q1,Proved,Category C,Brixton,Governor,M,21 - 24,b Black/ African/ Caribbean/ Black British,a Christian,Disobedience/disrespect,,3
Q1,Proved,Category C,Brixton,Governor,M,21 - 24,b Black/ African/ Caribbean/ Black British,a Christian,Other offences,,1
Q1,Proved,Category C,Brixton,Governor,M,21 - 24,b Black/ African/ Caribbean/ Black British,a Christian,Violence,,1
Q1,Proved,Category C,Brixton,Governor,M,21 - 24,b Black/ African/ Caribbean/ Black British,b Muslim,Other offences,,1
Q1,Proved,Category C,Brixton,Governor,M,21 - 24,b Black/ African/ Caribbean/ Black British,b Muslim,Other offences,,1
Q1,Proved,Category C,Brixton,Governor,M,21 - 24,b Black/ African/ Caribbean/ Black British,b Muslim,Violence,,2
Q1,Proved,Category C,Brixton,Governor,M,21 - 24,b Black/ African/ Caribbean/ Black British,b Muslim,Violence,,1
Q1,Proved,Category C,Brixton,Governor,M,21 - 24,b Black/ African/ Caribbean/ Black British,b Muslim,Violence,,1
Q1,Proved,Category C,Brixton,Governor,M,21 - 24,e White,a Christian,Disobedience/disrespect,,1
Q1,Proved,Category C,Brixton,Governor,M,21 - 24,e White,a Christian,Disobedience/disrespect,,2
Q1,Proved,Category C,Brixton,Governor,M,21 - 24,e White,a Christian,Other offences,,1
Q1,Proved,Category C,Brixton,Governor,M,21 - 24,e White,a Christian,Other offences,,1
Q1,Proved,Category C,Brixton,Governor,M,21 - 24,e White,a Christian,Other offences,,1
Q1,Proved,Category C,Brixton,Governor,M,21 - 24,e White,a Christian,Violence,,1
Q1,Proved,Category C,Brixton,Governor,M,21 - 24,e White,i No religion,Violence,,1
Q1,Proved,Category C,Brixton,Governor,M,25 - 29,a Asian or Asian British,b Muslim,Disobedience/disrespect,,2
Q1,Proved,Category C,Brixton,Governor,M,25 - 29,a Asian or Asian British,b Muslim,Other offences,,1
Q1,Proved,Category C,Brixton,Governor,M,25 - 29,a Asian or Asian British,b Muslim,Unauthorised transactions,,1
Q1,Proved,Category C,Brixton,Governor,M,25 - 29,a Asian or Asian British,b Muslim,Unauthorised transactions,,2
Q1,Proved,Category C,Brixton,Governor,M,25 - 29,a Asian or Asian British,b Muslim,Violence,,1
Q1,Proved,Category C,Brixton,Governor,M,25 - 29,b Black/ African/ Caribbean/ Black British,a Christian,Disobedience/disrespect,,3
Q1,Proved,Category C,Brixton,Governor,M,25 - 29,b Black/ African/ Caribbean/ Black British,a Christian,Other offences,,1
Q1,Proved,Category C,Brixton,Governor,M,25 - 29,b Black/ African/ Caribbean/ Black British,a Christian,Unauthorised transactions,,1
Q1,Proved,Category C,Brixton,Governor,M,25 - 29,b Black/ African/ Caribbean/ Black British,a Christian,Unauthorised transactions,,2
Q1,Proved,Category C,Brixton,Governor,M,25 - 29,b Black/ African/ Caribbean/ Black British,a Christian,Violence,,1
